,Date,User,Tweet,Keyword
27,2022-03-06 05:35:00+00:00,kathmandupost,"Unplanned infrastructure development in Gulmi takes toll on environment

Roads are built without assessing their impact on the environment, leading to landslides and drying up of water sources.
https://t.co/BaZE0eCVAO — by Gaganshila Khadka",landslide
28,2020-08-04 03:45:00+00:00,kathmandupost,"Landslides, floods caused damages worth over Rs2 billion on national highways

Unplanned construction of rural roads and earthquake-hit geology blamed for the damages.

https://t.co/DW9GRJlmlx — by @journoprithvi",landslide
29,2020-09-27 03:10:19+00:00,kathmandupost,"Local governments must take its advice on roads, Roads Department says

Unnecessary and haphazard feeder roads destroy natural drainage, and trigger landslides, experts say. https://t.co/JYJBubKDhc — by @journoprithvi",landslide
30,2019-10-04 07:15:00+00:00,kathmandupost,Authorities have started clearing landslide debris from the rural roads in Ramechhap district to resume vehicular movement during Dashain. https://t.co/zumfzb4y7Q — by Tika Prasad Bhatta,landslide
31,2021-07-09 07:25:00+00:00,kathmandupost,"Continuous floods, landslides obstruct Manaslu foot trail

Risk of food shortage has increased as villages remain cut off from the rest of the district for the past three weeks. https://t.co/C4PPv8S1GH — by Hariram Upreti",landslide
32,2020-07-06 02:34:00+00:00,kathmandupost,"In the first 23 days of the monsoon onset in the country, 35 people have already lost their lives due to landslide incidents, indicating a deadly rainy season for the country already hit hard by the Covid-19 pandemic. https://t.co/6Tq3O90JVJ — by @CK_Mandal",landslide
33,2022-09-10 05:19:41+00:00,kathmandupost,"Nepal is one of the hotspots of climate crisis. Our people have been bearing the disproportionate brunt of climate change, with increased frequency of landslides, floods and wildfires: PM Deuba

#KantipurConclave2022",landslide
34,2019-09-27 05:45:00+00:00,kathmandupost,The careless implementation of the upgradation work of Beni-Jomsom-Korala road has put settlements along the Kaligandaki river at landslide risks. https://t.co/xz1SjNKrCs — by Ghanshyam Gautam,landslide
35,2020-08-04 17:20:00+00:00,kathmandupost,"New mothers who survived landslides in Myagdi deprived of nutritious food

https://t.co/Ml0AUi0vtU — by Ghanashyam Khadka",landslide
36,2021-08-04 20:15:00+00:00,kathmandupost,"Landslide victims in Lamjung hopeful of receiving housing reconstruction aid

Landslides triggered by heavy rains swept away 21 houses in Marsyangdi Rural Municipality on July 20 and 22 last year.

https://t.co/5yzPZW739L — by Aash Gurung",landslide
37,2019-12-11 06:15:00+00:00,kathmandupost,"22 household in Udayapur district is at high risk of landslides due to haphazard excavation of limestone.
https://t.co/gvI4eH8nCz — by Diliiram Khatiwada",landslide
38,2018-09-22 18:15:00+00:00,kathmandupost,"The Chambas settlement in Gajuri 2, Dhading, is at a risk of landslide after the land developed cracks due to haphazard extraction of slate, an initial study of the rural municipality has found.

https://t.co/Lh0Rd9XOYs",landslide
39,2021-07-01 16:19:06+00:00,kathmandupost,"Six dead, three missing as floods and landslides wreak havoc in various districts

https://t.co/VULjyKsAve — by Ramesh Kumar Paudel &amp; Samjhana Rasaili",landslide
40,2020-07-15 06:50:00+00:00,kathmandupost,"Multiple landslides in Syangja displace people, disrupt highways

Three persons were buried and one went missing in a landslide at Kaligandaki on Tuesday. https://t.co/WK5lKn2Bo7 — by Pratiksha Kafle",landslide
41,2020-08-24 19:25:00+00:00,kathmandupost,"Landslide-displaced people worry about their future

Many families who were driven by the landslide in Lidi are not assured by the government’s plan to resettle them. https://t.co/Uh9I4hprjo — by Anish Tiwari",landslide
42,2021-09-05 05:55:00+00:00,kathmandupost,"Landslides obstruct vehicular movement on Pokhara-Baglung road section

Patients with serious illnesses or injuries needing immediate care have been hit hard.

https://t.co/HvIGD29syY — by Deepak Pariyar",landslide
43,2022-08-02 03:45:00+00:00,kathmandupost,"Floods, landslides disrupt roads in Myagdi and Manang

Hundreds of passengers have been stranded due to disruption in vehicular movement.
https://t.co/rb5nFW44AV — by Ghanshyam Khadka",landslide
44,2020-08-22 00:45:00+00:00,kathmandupost,"Karnali government’s Integrated Settlement Development Programme fails to move beyond paper

Under the programme, settlements at high risk of floods and landslides were to be moved to safer locations.

https://t.co/rMHIMyHgxj — by Kalendra Sejuwal",landslide
45,2021-11-12 06:55:00+00:00,kathmandupost,"October floods and landslides disrupt water supply in Bajhang

Around 20,000 families are left without safe drinking water, which could lead to outbreak of diseases. https://t.co/jqZNQ8eH1b — by @bajhangimitra",landslide
46,2020-07-17 18:30:00+00:00,kathmandupost,"OPINION: The invisible pandemic

From 2015-18, a total of 27,000 families were affected by floods and landslides and 721 lives were lost. https://t.co/OSTVkqFMgz — by @madhukaru",landslide
47,2021-09-09 17:15:00+00:00,kathmandupost,"Disruption of Mid Hill Highway affects hill districts of Gandaki

The highway has been blocked by at least 20 major landslides, cutting off supply lines.
https://t.co/uTe7S2k3vt — by Agandhar Tiwari, Prakash Baral &amp; Ghanshyam Khadka",landslide
48,2022-07-14 00:15:00+00:00,kathmandupost,"Villages in Tinau at high risk

At least 80 families in three villages—Suketal, Deule and Paskund—are living in fear of landslides and floods caused by soil erosion in the Dobhan Kachal river.

https://t.co/6gNvknmeJS — by Madhav Aryal",landslide
49,2019-07-08 04:25:00+00:00,kathmandupost,"With the arrival of monsoon, the fear of floods looms over many low-lying areas across the Tarai region while landslides threaten many settlements in the Hill districts. 
https://t.co/84MozBiJyh — by @CK_Mandal",landslide
50,2020-09-13 16:05:26+00:00,kathmandupost,"UPDATE: At least 11 people died and 20 others have gone missing when a landslide caused by heavy rainfall struck Ghumthang in Bahrabise Municipality Ward No 7, Sindhupalchok, on Sunday.
https://t.co/cx1GYvClua — by Anish Tiwari",landslide
51,2020-07-07 10:22:00+00:00,kathmandupost,"Landslide hotspots

The government must prioritise science-guided policies and actions to mitigate risks

Read today's editorial https://t.co/yPSJnAUjwb",landslide
52,2021-07-18 18:45:00+00:00,kathmandupost,"Haphazard excavation of limestone poses landslide risk in Palpa local unit

At least 45 households in Tinau Rural Municipality are at risk of landslides. 

https://t.co/1EScTAvFhH — by Madhab Aryal",landslide
53,2020-12-21 08:05:00+00:00,kathmandupost,"Kailali landslide survivors say government left them high and dry

Around 100 families have moved to the Tarai plains and set up a camp inside a community forest.

https://t.co/bSns1CSQRp — by Mohan Budhaair",landslide
54,2020-07-04 17:04:40+00:00,kathmandupost,UPDATE: At least six people died and a person went missing in a landslide that occurred in Bajhang district on Saturday morning. https://t.co/usQvi02gxd — by @bajhangimitra,landslide
55,2019-03-18 06:14:50+00:00,kathmandupost,"Flash floods and landslides triggered by torrential rain in Indonesia’s easternmost province of Papua have killed at least 58 people, injured dozens and displaced more than 4,000, authorities said on Sunday.

https://t.co/lV6E7XQzCJ",landslide
56,2020-08-18 08:15:00+00:00,kathmandupost,"Landslide damage holds up Kali Gandaki transmission line project

The delay means that 19 megawatts produced by the Thapa Khola and Ghalemdi plants will go to waste.

https://t.co/duSOhz1yNL — by Ghanashyam Khadka",landslide
57,2020-08-04 15:45:00+00:00,kathmandupost,"Road infrastructure across the country have sustained damages worth over Rs2 billion this monsoon, as landslides and floods were reported in more than 150 locations along various national highways

https://t.co/DW9GRJ3LtZ — by @journoprithvi",landslide
58,2022-09-11 16:15:00+00:00,kathmandupost,"Darchula floods, landslides leave five dead and 10 missing

The disasters triggered by heavy rainfall have injured at least eight people, police say.

https://t.co/tydKyHm7hl — by Manoj Badu",landslide
59,2022-08-30 00:15:00+00:00,kathmandupost,"Sankhuwasabha landslide victims being relocated after two years of displacement

Some respite for survivors as 52 families receive land plots for relocation while the process to move 37 families is underway.

https://t.co/xU18xbiv9d — by Dipendra Shakya",landslide
60,2018-11-13 06:15:00+00:00,kathmandupost,"Traffic along Kodari Highway has come to a halt following Sunday’s landslides at Liping and Kodari

https://t.co/FkmjMR01JC",landslide
61,2020-06-22 01:33:07+00:00,kathmandupost,"Arun River in Sankhuwasabha partially dammed by landslide

Although immediate threat has been averted, the local administration has issued high alert notice in settlements near the riverbanks. https://t.co/3cPrHCTiNp — by Dipendra Shakya",landslide
62,2020-07-12 03:43:25+00:00,kathmandupost,"Eleven people have gone missing after a landslide at Besinda village in Silichong Rural Municipality Ward No. 1, Sisuwakhola in Sankhuwasabha district swept away eight houses on Sunday morning. https://t.co/yedSXmwcuQ",landslide
63,2018-08-15 23:15:00+00:00,kathmandupost,"A landslide triggered by heavy rains briefly dammed Bheri River before it burst with a destructive force, wiping out 4 houses &amp; leaving more than 100 others at risk of collapse at Tallu Bagar area in Nalgadh Municipality of Jajarkot district on Tuesday.

https://t.co/9P9Jp7pcRU",landslide
64,2021-10-12 00:45:00+00:00,kathmandupost,"Goods supply, passenger transport hit as landslides obstruct Bhimdatta Highway

Various sections along the Dhangadhi-Dadeldhura road have caved in due to multiple landslides during the monsoon rains this year.

https://t.co/i9dibW9Unv — by Arjun Shah",landslide
65,2022-10-21 13:45:00+00:00,kathmandupost,"Nepal to talk up climate losses and seek more funding at COP27

Some 400,000 people were displaced from 2008 to 2014 due to climate change-induced floods, landslides in Nepal.

https://t.co/VxfEHNkRLB — by @poudeel_puru",landslide
66,2020-09-24 06:10:17+00:00,kathmandupost,"UPDATE: Ten, including an infant, die in overnight landslides in Syangja district https://t.co/5vSqA6ej7Y — by Pratiksha Kafle",landslide
67,2020-08-20 03:45:00+00:00,kathmandupost,"At least 14 dead, 16 missing in floods and landslides in Sudurpaschim and Karnali

Achham district hit hardest after floodwaters entered settlements killing six people and sweeping away 11 others whose status remain unknown.
https://t.co/wyXz0NVlzn — by @menukadhungana2",landslide
