,Date,User,Tweet,Keyword
0,2017-08-30 08:32:09+00:00,kathmandupost,"Hurricane Harvey displaces 15 Nepali families in Houston

#KathmanduPost

https://t.co/rLxnTu3gRU",hurricane
1,2021-09-03 04:10:00+00:00,kathmandupost,"Flash flooding killed at least 44 people in four Northeastern states as remnants of Hurricane Ida unleashed torrential rains that swept away cars, submerged New York City subway lines and grounded airline flights, officials said on Thursday.

https://t.co/goa8wIoVeb",hurricane
2,2016-10-09 14:45:00+00:00,kathmandupost,"Hurricane Matthew: Haiti in national mourning as aid gears up

https://t.co/42DJiMNWAt https://t.co/Cb2ai7iwsj",hurricane
3,2023-05-16 13:16:26+00:00,kathmandupost,"The report concludes that US intelligence and law enforcement did not possess any “actual evidence” of collusion between Trump’s campaign and Russia prior to launching Crossfire Hurricane.

👉 Details: https://t.co/swYeblfi6f

#TheKathmanduPost https://t.co/dkrGSz1y4C",hurricane
4,2015-10-24 04:13:39+00:00,kathmandupost,"Hurricane Patricia batters Mexico as one of strongest storms ever

https://t.co/qSXMqvkJpn https://t.co/wQpWfqwUnV",hurricane
5,2017-08-31 00:15:00+00:00,kathmandupost,"Hurricane Harvey displaces 15 Nepali families in Houston

#kathmandupost

https://t.co/rLxnTu3gRU https://t.co/kxGteCJw42",hurricane
