Tweet,Keyword
"Disaster response plan on the anvil

#KathmanduPost

https://t.co/i2QXST3Zfs",disaster
"Absorbing migrant workers in post-disaster reconstruction can be a good thing |EDITORIAL|

https://t.co/9tOlBx2M7q https://t.co/OmQWQPanZt",disaster
"From natural disasters that destroyed parts of the country to a headline visit by the Chinese President Xi Jinping, news this past year gave us images we can't forget.

The year in pictures: 49 most memorable photographs from 2019 https://t.co/IAuBe5yBg6 https://t.co/VPFIJlvCeI",disaster
"Disaster management: Seven years on, govt puts essential bill on hold

https://t.co/hCV73EpKU7",disaster
"Economy faces headwinds but finance minister is oblivious to the crisis

All domestic and external indicators are down, but no concrete measures have been taken to address the problem, which experts say could spell a disaster.

https://t.co/L4gFlP5PCf — by @journoprithvi",disaster
"The Chinese government has increased its military support by 50 percent to the Nepal Army for strengthening its capacity in disaster management and for better equipping the United Nations peacekeeping mission

https://t.co/f52sh8Mp2f",disaster
"Nine killed, six missing and two seriously injured in floods and landslides in Barekot, Jajarkot in the past three days

The monsoon-induced disasters have displaced at least 300 families in the rural municipality. https://t.co/cMGBZIZjIU — by Bhim Bahadur Singh",disaster
"Cyclone Yass triggers warnings of adverse weather, natural disasters

People advised to stay safe as the cyclone’s impacts are felt across the country. https://t.co/LlRpBW6UEv — by @CK_Mandal",disaster
"Tara Air aircraft averts major disaster in Humla airport

https://t.co/hNWnspks01",disaster
"Floods, landslides affect life in several districts of Sudurpaschim

The disaster has added to the distress of Bhajani residents who were already reeling under the devastation caused by July’s floodings.

https://t.co/6D43J4qkdj — by Mohan Budhaair &amp; Arjun Shah",disaster
"Authorities in Gandaki ill-prepared for fire-related disasters

https://t.co/g9dNcSjIRE — by Prakash Baral",disaster
"Import explosion and trade deficit pushing Nepal into economic crisis

Feverish consumption has been a bonanza for the trading sector, but the phenomenon brought disaster to manufacturing and agriculture sectors, experts say.
https://t.co/4ovCAGfBza — by @PrasainKrishana",disaster
"OPINION: The world needs a digital lifeline

Now is the time to work on digital connectivity for all—before the next disaster hits.
https://t.co/IGJCwkK2YB — by @riccardopuliti",disaster
"EDITORIAL: Closer to disaster

Unchecked exploitation of nature is certain to open the floodgates of large-scale climate conflicts.

https://t.co/jW1YzuzoEJ",disaster
"Humla drought: Winter crops wilt in 5,020 hectares of 8,618 hectares farmland

https://t.co/C9sLJI5z0q https://t.co/Ieu3ox9RM4",drought
"Having ended a 23-year South Asian Games gold medal drought in India in 2016, Nepal now prepare to defend the men's football title when the country plays host to the biennial meet on December 1-10.
https://t.co/37Bo40f3ME — by @PrajwalOli",drought
Drought takes toll on Bajhang https://t.co/tla8X8fwDP https://t.co/NPWc3Jtucb,drought
"Phupu Lhamu Khatri breaks gold drought in judo
https://t.co/EXpU9mrlls https://t.co/kZKJtSYMJ4",drought
"Long winter drought hits Ilam’s tea crops

#KathmanduPost

https://t.co/O0NHA50BUO https://t.co/ViuIawUbDe",drought
"Haze and smoke turn Kathmandu most polluted, low visibility affects flights

Unprecedented fires after prolonged drought across the country and winds partly responsible, meteorologists say.
https://t.co/ej2KTl9jB6 — by @CK_Mandal",drought
"Wheat harvest likely to be less due to long dry winter

The drought is expected to have lessened the yield by 8 percent to 2.09 million tonnes, officials said.

https://t.co/l4bimg3pr0 — by @sangamprasai",drought
"Apple farmers in Karnali province hit by crop failure

Drought during the flowering period and hailstorm during the fruit-bearing period affected output, farmers say.

https://t.co/vehNKITWD0 — by Tularam Pandey",drought
"Western region farmers likely to suffer crop losses amounting to Rs2.81bn due to #drought

https://t.co/6oGbw3XaqB https://t.co/xQA7lb1OH7",drought
"Australia has lost about 30 percent of its koalas over the past three years, hit by drought, bushfires and developers cutting down trees, the Australian Koala Foundation said, urging the government to do more to protect the creature's habitat.

https://t.co/2NoFpYnLbz",drought
"Pre-monsoon rains came late but were abundant to end months-long drought

Cyclones Tauktae and Yaas helped the country meet its pre-monsoon rainfall, meteorologists say.
https://t.co/gmHiUU9YVF — by @CK_Mandal",drought
"Govt should declare Karnali as a drought-prone area and adopt policies suitable for the region, by Geeta Pandey 

https://t.co/9hY2r00Bax",drought
"Winter crops wilt in farms as Humla faces acute #drought; #Watersources dry up in Jajarkot

https://t.co/C9sLJI5z0q https://t.co/MLUpRui6xa",drought
"#Zimbabwe Prez Mugabe declares drought disaster

https://t.co/gVJQqbDTAk https://t.co/TsJ9JOVIIg",drought
"Pre-monsoon rains came late but were abundant to end months-long drought

Cyclones Tauktae and Yaas helped the country meet its pre-monsoon rainfall, meteorologists say.
https://t.co/kxuD04hslb — by @CK_Mandal",drought
"#Drought leads to school closure in #Rolpa

https://t.co/OhdUzpxSrd",drought
"Lamjung village in dark as drought hits hydro plant

https://t.co/DyMY6XFWl5 https://t.co/I8y5jvdtRk",drought
"Nepal Food Corporation seeks additional money to supply #food to #drought-hit districts

https://t.co/H9R63NSkWX https://t.co/TqD0yO1Elv",drought
"Nepal witnessed a significant drought this winter with the total rainfall falling short by 75 percent of the normal average for the season.

https://t.co/5bV7181TmA — by @CK_Mandal",drought
"NRB to import greenbacks to beat dollar drought

https://t.co/AmqPfdWHUs https://t.co/pYXL1gzNsv",drought
"Blaming climate change, Turkish farmers count the cost of drought

Besides the lingering drought, Turkey was hit by flash floods in its Black Sea region and massive wildfires in southern regions during the summer.

https://t.co/N579OVkJCo",drought
"Apple farmers in Karnali province hit by crop failure

Drought during the flowering period and hailstorm during the fruit-bearing period affected output, farmers say.
https://t.co/vehNKJbxuy — by Tularam Pandey",drought
"#Editorial No quick fix:Karnali needs long-term solution to drought-induced food insecurity
https://t.co/eOl4l97cDi https://t.co/YwvWdSaYPG",drought
"Somalia says 110 dead in last 48 hours due to drought

https://t.co/uwu63DygCq",drought
"Op-Ed: Govt should declare #Karnali as drought-prone area &amp; adopt programmes suitable for the region | Geeta Pandey

https://t.co/9hY2r00Bax",drought
"Wheat harvest likely to be less due to long dry winter

The drought is expected to have lessened the yield by 8 percent to 2.09 million tonnes, officials said.

https://t.co/GRLVcrIUd2 — by @sangamprasai",drought
"Country produced 652,000 tonnes less food grain as drought affected summer-winter harvests

https://t.co/uW2i8HU8zQ https://t.co/WW7Gqmm5g6",drought
"Mugu parched as prolonged drought dries water sources
https://t.co/F2NDuFescm https://t.co/4SkRa5k9Bj",drought
"Drought coupled with blight had caused Bajhang’s rice production to decline by nearly 80 percent

https://t.co/kxjIEh8hc9",drought
"Drought and heat wave take toll on paddy crop

Nepal's harvest in the fiscal year 2022-23 is doubtful due to a combination of climatic and man-made factors, experts say.

https://t.co/HclOcYOinl — by Rupa Ghatraj",drought
"Banks to import greenbacks amid dollar drought

https://t.co/GnqobtpQEd https://t.co/uV6psYIDt9",drought
"India to 'divert rivers' to tackle drought

https://t.co/WhvsuzBHGP https://t.co/fMJHeYqxKh",drought
"Mugu parched as prolonged drought dries water sources

https://t.co/F2NDuFescm https://t.co/TJKFPO8MVM",drought
"Fertiliser shortage, drought, heat wave threaten farming future

Import-dependent Nepal may have a hard time as key producers like China &amp; India have adopted a protectionist policy &amp; restricted food &amp; fertiliser exports. https://t.co/hhJPSLPkCd — by @sangamprasai &amp; Mohan Budhaair",drought
Record-setting Manang Marshyangdi Club ends an eight-year drought to secure the Martyrs Memorial A Division League http://t.co/hCu2iuvVab,drought
"Fertiliser shortage, drought, heat wave threaten farming future

Import-dependent Nepal may have a hard time as key producers like China &amp; India have adopted a protectionist policy &amp; restricted food &amp; fertiliser exports. https://t.co/qMqpKd4QAP — by @sangamprasai &amp; Mohan Budhaair",drought
"The Sunkoshi Marin Diversion Multipurpose Project, intended to provide round-the-year irrigation facility to five drought-prone districts in the southern plains is finally gathering steam, decades after it was envisioned. https://t.co/oi0wVTHEO1 — by @RijalPrahlad",drought
Sindhupalchok schools face enrolment drought http://t.co/ja4cN5RlU2,drought
"Monsoon brings cheer after two years of drought

https://t.co/M7SfLabJus https://t.co/WHJI38vvTZ",drought
"The region is reeling under food shortage due to drought for the last three years

https://t.co/ZeS9yHYF6c",drought
Meet Sangita Sunar — the 26-year-old Nepali boxer who seeks to end 20-year boxing gold drought during South Asian Games https://t.co/srP1zoUVsj — by @theshailen,drought
Nepal witnessed a significant drought this winter with the total rainfall falling short by 75 percent of the normal average for the season. https://t.co/5bV717KhY0 — by @CK_Mandal,drought
"Imported potatoes appear in highlands as winter drought decreases yields

Taplejung district, long known as a heartland of potato cultivation, now imports the vegetable.

https://t.co/7HxnER717p — by Ananda Gautam",drought
"Stung by climate change: Drought-weakened bee colonies shrink US honey crop, threaten almonds

https://t.co/WYVt6OrVAl",drought
"Banks to import greenbacks amid dollar drought

https://t.co/GnqobtpQEd https://t.co/JW6PSNzpII",drought
"Monsoon brings cheer after two years of drought

https://t.co/M7SfLabJus https://t.co/c0T4VGOmuI",drought
"#Drought disrupts power supply in #Jumla

https://t.co/iy9pYo600x",drought
"#Opinion This year’s Karnali's drought is more a policy disaster than natural one,by Samrat Katwal&amp;Maya L Mahatara

https://t.co/6CuAejDrDv",drought
"Thousands of flamingos die in drought in central Turkey

https://t.co/iwTemUR5KB",drought
"Australia on Friday listed koalas along much of its east coast as endangered after the native marsupial's habitats were hit by prolonged drought, bushfires and developers cutting down trees.

https://t.co/WHuTl9mSyS",drought
"Weightlifter Kamal Bahadur Adhikari set new national records in the 18th Asian Games on Wednesday as Nepal’s medal drought continued on the fifth consecutive day in the Indonesian capital Jakarta

https://t.co/jLgnbV7rHr",drought
"The objective of micro-insurance providers is to provide health coverage to low-income households and cover small farmers against crop failure due to drought or other extreme climatic events

https://t.co/5eE3P9Nklt",drought
"Haze and smoke turn Kathmandu most polluted, low visibility affects flights

Unprecedented fires after prolonged drought across the country and winds partly responsible, meteorologists say.
https://t.co/ue1z5sRdL7 — by @CK_Mandal",drought
"Tara Devi Pun set three national records in the women’s weightlifting 75kg division on Sunday as Nepal’s medal drought continued on the ninth day of the 18th Asian Games in Jakarta, Indonesia

https://t.co/G2iRGDexYJ",drought
"Nepal defeated India 5-4 on penalties to win the SAFF U-19 football tournament which ended their 22-year title drought in a major international football event in 2015. 
https://t.co/u1FRuaTHFv — by @theshailen",drought
"Nepal ended the medal drought in the 18th Asian Games by winning a silver medal in the paragliding event held in Indonesia on Wednesday 

https://t.co/xasYUz6v16",drought
"Prolonged #drought: Western Region faces crop losses of Rs2.81 billion

https://t.co/kLvsMrMBUc https://t.co/gIHb8cjtPC",drought
"Prolonged winter drought in the eastern hill district of Ilam has taken a toll on tea yields

#KathmanduPost

https://t.co/O0NHA5idjo",drought
"Long drought hits potato production in Dolakha

https://t.co/iqJHKjg2GG https://t.co/igd0OMneoe",drought
"Wheat output drops in Jajarkot due to drought

https://t.co/t2BXAD98Mt https://t.co/gaVxlwSF6i",drought
[EDITORIAL] No quick fix: Karnali needs a long-term solution to the drought-induced food insecurity https://t.co/eOl4l8PBLK,drought
"Nepal narrowly missed out on ending their medal drought on the eighth day of the Asian Games after two karatekas faltered in their bronze medal match in the Indonesian capital on Saturday

https://t.co/cG6gt0tafK",drought
"Nepal end 23-yr drought, win gold
https://t.co/t97xpW2o5p https://t.co/xs9c5ujx96",drought
"Nepal end 23-yr title drought, beat Bahrain 3-0 to win Bangabandhu Gold Cup 

https://t.co/G7uITXT3wI https://t.co/2Q7HfSrvOm",drought
"With Bimal’s goal, Nepal broke their 2nd longest goal drought in Int’l football history

#NEPvIND #SaffChampionship https://t.co/jmB9I1A3SH",drought
"From academic to labourer: Afghan economic crisis spares few

Already battling a severe drought and the coronavirus pandemic, Afghanistan's financial crisis has worsened since the return of the Taliban to power in mid-August.

https://t.co/mfSmvMvD9L",drought
Nepal end drought with Saff U-19 title http://t.co/hAutFLBxom http://t.co/JyLYQZzscc,drought
"Imported potatoes appear in highlands as winter drought decreases yields

Taplejung district, long known as a heartland of potato cultivation, now imports the vegetable.
https://t.co/7HxnER717p — by Ananda Gautam",drought
"Paragliding appears set to break Nepal’s medal drought in the 18th Asian Games in Jakarta as the men’s team rose to second position in the Cross Country event with just one round remaining

https://t.co/lONy5PdBUS",drought
"#Drought halts #waterprojects in Bajhang

https://t.co/6S3MDIzNOn",drought
"Drought and heat wave take toll on paddy crop

Nepal's harvest in the fiscal year 2022-23 is doubtful due to a combination of climatic and man-made factors, experts say.

https://t.co/MumaakTJg7 — by Rupa Ghatraj",drought
"Quake-damaged schools finally rebuilt in Baglung local unit

Half a dozen schools had been conducting classes out in the open since the earthquakes damaged their buildings.

https://t.co/h6kPuGeRY0 — by Prakash Baral",earthquake
"Rebuilding Nepal, a photo exhibition is showcasing the reconstruction process after the 2015 earthquake

https://t.co/3vpLhS9Rm4",earthquake
"Around 10 per cent of the earthquake hit households in Sindhupalchowk district, which suffered the most from the Gorkha earthquake have not built their houses yet

#KathmanduPost

https://t.co/RT0l7YA8Qd",earthquake
"Quake survivors say houses handed over by NRNA have weak doors and windows

Only 16 families have moved to the new settlement built for 573 earthquake-displaced families in Gupsipakha, Gorkha, till date.

https://t.co/f1636vv9cr — by Hariram Upreti",earthquake
"The Supreme Court has issued an interim order directing the Kathmandu Metropolitan City (KMC) to not demolish historic Bag Durbar that suffered damage in the earthquake of April 25, 2015.

https://t.co/kvlJszL0ML https://t.co/6ZBk4tWSIt",earthquake
"The tremor measuring 4 on the Richter scale was the aftershock of 2015 earthquake: National Seismological Centre

https://t.co/YImtlE1U3j",earthquake
"More than 160,000 buildings containing 520,000 apartments collapsed or were severely damaged in the February 6 earthquakes that killed tens of thousands in Turkey and neighbouring Syria.

https://t.co/BDgHbpNjZ3",earthquake
"Kathmandu Metropolitan City (KMC) is all set to start the reconstruction of Rani Pokhari that was ravaged by the earthquake on April 25, 2015

https://t.co/jnWe751Tu0",earthquake
"Thirty-nine health facilities, which were destroyed in the Gorkha Earthquake, have been handed over to the District Health Office in Dhading district after reconstruction

#KathmanduPost

https://t.co/IjA1idhyhK",earthquake
"A jet plane flies in the sky as men work on scaffolding for the restoration of Patan Museum in Lalitpur on Friday. The museum was among the many historical buildings damaged by the 2015 earthquakes.

Photo by: @Thapakeshav7 https://t.co/jUXJzplACH",earthquake
"The National Reconstruction Authority (NRA) has said that it would take the initiative at the national and international levels to manage the financial requirement to complete the post-earthquake reconstruction.

https://t.co/evGGQ0NhWi",earthquake
"Engineers deployed by the National Reconstruction Authority in the earthquake-affected Gorkha district have started a protest demanding additional allowances and facilities.
https://t.co/70gHREnUCq",earthquake
"National Reconstruction Authority has said that reconstruction of 37.19 percent private homes damaged by the earthquake on April 21, 2015 is complete as on Tuesday

https://t.co/mpFTGGN98m",earthquake
"UPDATE: More than 1,400 people were killed and thousands injured on Monday when a huge earthquake struck central Turkey and northwest Syria, pulversing apartment blocks and heaping more destruction on Syrian cities already devastated by years of war.

https://t.co/epNyuG44ki",earthquake
"The reconstruction process is stymied by lack of reliable data on earthquake survivors. #Opinion
https://t.co/FQNZuLjTH8 — by  Prakash Budha Magar",earthquake
"Survivor of April 25, 2015 earthquake, Rajeshwori Kapali, 38, busy with household chores in a makeshift house on the bank of Hanumante River in Bhaktapur. She has been living at the shelter with her husband and 3 children after the quake destroyed her house. 
PHOTO: @Anish_PJ https://t.co/j0kG0X9XUU",earthquake
"Idols of deities amid the ruins of Jagat Narayan Temple that was damaged in the 2015 earthquakes, at Shankhamul in Lalitpur on Monday.

Photo by: @dpak_kc https://t.co/hyeKPGFfrM",earthquake
"Police on Tuesday arrested a self-proclaimed astrologer for terrorising the public by spreading rumours about a possible earthquake

https://t.co/iZUDEI0Ikm —by @nayak_paudel",earthquake
"Workers rebuild Vatsala Durga Temple that was damaged by the #earthquake in 2015 at Bhaktapur Durbar square on Sunday.

Photo: @Thapakeshav7 https://t.co/0a8wSyTkxX",earthquake
"The earthquakes, many assumed, were a death knell for high-rise apartments of the Capital - Aagat Ruchi Sapkota 

https://t.co/8vWVD85nqC",earthquake
"Photobook on Nepal Earthquake Endurance up for release

https://t.co/2DNCwD3w97 https://t.co/MBY942mTcd",earthquake
"#Opinion Schools must have clear earthquake response plans, by Dronashish Neupane

https://t.co/hVTNMbX9Ul",earthquake
The relief materials that were donated during the 2015 Gorkha earthquakes are rotting away in a godown in Ramechhap district. https://t.co/xmfTYen9Ih — by Tika Prasad Bhatta,earthquake
"UPDATE: Earthquake in Lamjung damages over dozen houses, six injured

A 5.8 magnitude quake with epicentre at Marshyangdi Rural Municipality hit the district early Wednesday morning. https://t.co/kj6ouWkFm4 — by Aash Gurung",earthquake
"Dordi Rural Municipality in Lamjung has handed over 27 earthquake-resistant houses for families with disabilities and helpless people in nine wards

https://t.co/LSz6zW88MY https://t.co/XLykV9jyk2",earthquake
"A view of the decrepit swimming pool at Dashrath Stadium, which was damaged in the 2015 earthquakes, taken on Friday.

Photo by: @AngadDhakal https://t.co/s5KWD1jkcn",earthquake
"5.9 M earthquake with epicentre in Bajura recorded

The quake with an epicentre in Mela of Bajura district struck at 2:43pm, according to National Earthquake Monitoring and Research Centre.

https://t.co/WfesJCYvCk",earthquake
"Victims of last November’s Doti earthquake spend cold winter months under flimsy tarp

Thirty-four people from eight families have been living under one tarpaulin tent in Uparkada. 

https://t.co/DscotglUxf — by Mohan Shahi",earthquake
EDITORIAL: The post-earthquake reconstruction has been too little and too late. https://t.co/ngngBMQwz1,earthquake
"New concrete houses are being built despite government assessment reports of increased landslide and flood risks in this idyllic hub devastated by the earthquake of April 25, 2015

https://t.co/oc7gRgQi5C",earthquake
"Iconic Ranipokhari restored and inaugurated

After the 2015 earthquake, Nepal’s reconstruction campaign had started from the historic pond in 2016. https://t.co/kvltdpLwCo — by @AnupOjha7",earthquake
"Seventeen land tiller families of Sungbucha settlement in Bhimeshwor Municipality, Dolakha, are facing difficulties in establishing the ownership of the houses they rebuilt after the 2015 earthquake for lack of land ownership certificates. 
https://t.co/2DmAfS3W2P",earthquake
"#Opinion Distress: Post earthquake studies have exposed Nepal’s lack of focus on mental health issues, by Dr Patrice Moulton

#KathmanduPost

https://t.co/cuRu8xXvdR",earthquake
"Private houses damaged beyond repair by monsoon-related disasters last year will be built under a modality similar to the one adopted to rebuild houses lost to the devastating 2015 earthquake, officials said. https://t.co/1HhgGv5zWq — by @CK_Mandal",earthquake
"Technicians deployed to Ramechhap by National Reconstruction Authority to oversee the post-earthquake reconstruction works are on a strike for the past one month and their protest has affected the families awaiting government’s aid to build their homes

https://t.co/GbBxNglT0K",earthquake
"Post earthquake studies have exposed Nepal’s lack of focus on mental health issues, by Dr Patrice Moulton 
#KathmanduPost #Opinion
https://t.co/cuRu8xXvdR",earthquake
"Gorkha Earthquake victims loan issue: Government backs earthquake survivors while Nepal Rastra Bank wants to stop concessional loans

https://t.co/IXjPtaQAMA",earthquake
"Multiple ownership of land has delayed construction of private houses of Gorkha Earthquake victims recently registered as beneficiaries of reconstruction grants

#KathmanduPost

https://t.co/gXFZYa0h4S",earthquake
"Five years after earthquake schools and health centres await reconstruction

The tenure of the national reconstruction authority likely to be extended by at least one year.

https://t.co/hXFJu0jeuR — by @binodjourno",earthquake
"Magnitude 4.7 earthquake strikes Sindhupalchok, tremor felt in Capital

https://t.co/0W6N3inMRh",earthquake
"The government has sought India’s approval to transfer additional amount from Indian line of credit for reconstruction and distributing housing grants to families affected by the earthquake

#KathmanduPost

https://t.co/omszYH3RtD",earthquake
"Survivors of the 2015 earthquake cannot avail the concessional loan, with an interest rate of two percent, since the deadline to apply ended last week

https://t.co/p1ChJNun3z",earthquake
"Second Anniversary of Gorkha Earthquake: Govt for building back better Nepal

https://t.co/iR8E90WuLS",earthquake
"More than 40,000 families in Gorkha have completed building new homes with the government-issued grant since the deadly earthquake of April 25, 2015

https://t.co/jQQ1nt9Gjk",earthquake
"PHOTOS: Six dead, 12 injured in Doti earthquake

Dozens of houses in Gairagaun in Ward No 3 of the rural municipality have suffered damages.

https://t.co/NZbMkLAyod https://t.co/qLUDjxQ7D0",earthquake
"Earthquake victims in Far West languish in temporary shelters

Hundreds in Doti and Bajhang have been awaiting resettlement to safer places.

https://t.co/rUz1aIhB5r — by Basanta Pratap Singh &amp; Mohan Shahi",earthquake
"Non-Resident Nepali Association plans to complete the construction of an integrated settlement for earthquake-displaced families of Laprak, Gorkha, within two months. https://t.co/l3budOc4OF — by Hariram Uprety",earthquake
"Reconstruction of Saraswoti Elementary School starts more than 2-yrs after massive earthquake levelled it in 2015

https://t.co/oPOqrrK4i6",earthquake
"Half the amount of money meant to purchase land plots for 150 earthquake victims in various local units of Ramechhap has not yet reached their beneficiaries

https://t.co/hyxvelRtBQ",earthquake
"Two years since Gorkha earthquake only a quarter of damaged health facilities rebuilt

https://t.co/8RLjlVe8w8 https://t.co/DThSEGxzs3",earthquake
"Two days before the fourth anniversary of the 2015 Gorkha Earthquake that devastated the country, the Nepal Reconstruction Authority on Tuesday listed the challenges to the ongoing reconstruction works

https://t.co/YXELdRdweo -by @tikapradhan",earthquake
"Lack of land and government funding has stalled rebuilding of 450 earthquake-damaged schools in 32 districts, a senior official said on Tuesday

#KathmanduPost

https://t.co/tJ9U1g1I8q",earthquake
"Reconstruction of the earthquake-ravaged monasteries—which have archaeological and religious significance—has been delayed in Gorkha, the epicentre of the 2015 earthquake. https://t.co/He1mAPFOeM — by Hariram Uprety",earthquake
"#Update At least 332 people were #killed in #Iran and #Iraq when a magnitude 7.3 #earthquake jolted  the northern border region on Sunday

#KathmanduPost

https://t.co/CbGsTRpJAf https://t.co/MmE34gu4AZ",earthquake
"1,881 people in Makwanpur district, who were displaced by the 2015 earthquake, do not own a land for rebuilding their homes

https://t.co/0na3iMDFpM",earthquake
"Magnitude 8.1 earthquake strikes off Mexico's Pacific coast

#KathmanduPost

https://t.co/Wz3xJJJbxw https://t.co/u2ibp6HDua",earthquake
"Tourism in #Langtang on the upswing after construction of new hotels &amp; repair of foot trails damaged by earthquake 

https://t.co/dcYIGEad8h",earthquake
"Authorities have completed the reconstruction of Manakamana Temple damaged during the earthquake that struck Nepal on April 25, 2015.

https://t.co/IJmiVcORWk",earthquake
"Chepang communities residing at Parlak, Bhainse and Bangkurti of Benighat Rorang Rural Municipality-2 in Dhading were denied the housing grant allocated for the earthquake survivors

https://t.co/nqo1Pw3NTF",earthquake
"A meeting of the National Reconstruction Authority Steering Committee decided on Thursday to designate rights of making recommendation and inspection of private home impacted by the 2015 earthquake to the local authorities

https://t.co/VA6RC4qWYF",earthquake
"#Oped Learning from the tragedies of 2015’s earthquakes can help us save lives in the future, by @GailMarzetti

https://t.co/lLPF52yKuI",earthquake
"The earthquake comes after Cyclone Gabrielle caused significant damage across the North Island this week leaving 4 people dead, more than 10,000 people displaced and widespread damage.

https://t.co/G03pAk0Edu",earthquake
"Turkey-Syria earthquake death toll passes 46,000; desperation for signs of life

The death toll in Turkey stands at 40,642 from the quake while neighbouring Syria has reported more than 5,800 deaths, a toll that has not changed for days.

https://t.co/VFSj0LmxNj",earthquake
"Earthquake of magnitude 7.5 strikes Papua New Guinea

#KathmanduPost

https://t.co/eiewBUmIlA",earthquake
"The construction of the Miteri bridge—that connects Tatopani in Sindhupalchok to Khasa in Tibet—has gained momentum. The bridge, damaged by the 2015 earthquake, has remained closed for the past three years.
https://t.co/m2j6XTlLNA",earthquake
"Five years after earthquake schools and health centres await reconstruction

The tenure of the national reconstruction authority likely to be extended by at least one year. https://t.co/hXFJu01D6h — by @binodjourno",earthquake
"4.8 M earthquake with epicentre in Taplejung recorded

The quake with epicentre in Lelep of the district struck at 4:30am, according to National Earthquake Monitoring and Research Centre.

https://t.co/f5FpE9RF5s",earthquake
"Strong quake in northwest Iran kills at least three people

Major geological faultlines crisscross Iran, which has suffered several devastating earthquakes in recent years.

https://t.co/5n2KH0PGuU",earthquake
"Various water sources of Indrawati-8 and 9 dried up after the devastating earthquake of April 25, 2015. People have been suffering from an acute shortage of water since then. 

https://t.co/928JgKgpbi",earthquake
"The authorities’ failure to complete the reconstruction work of Balgopaleshwor Temple, damaged by the earthquake in 2015, ensures it remains closed for the fourth consecutive year this Bhai Tika

https://t.co/LrpJflO09U",earthquake
Many families in Kathmandu whose homes were either destroyed or severely damaged in the 2015 earthquakes are yet to receive the second and third tranche of the government rebuilding aid. https://t.co/wLoQ8maybN — by @journo_shuvam,earthquake
"Visitors to Gaddi Baithak at Basantapur Durbar Square in Kathmandu on Tuesday as the site opened to public for the first time since its reconstruction last year following the 2015 earthquakes.

Photo by: @bij_eta https://t.co/olCFj3nnaU",earthquake
"Trading blame between reconstruction authority and departments continues to harangue construction of roads under Earthquake Emergency Assistance Project

https://t.co/Pd1OSgs1wE",earthquake
"Dolakha residents chip in to restore quake-ravaged heritage structures

Six years after the devastating earthquake, authorities including the Department of Archaeology have yet to take any concrete initiative to restore heritage sites.
https://t.co/Qfcb2PpPVD — by Kedar Shiwakoti",earthquake
"Remote Chitwan settlements left without school after earthquake

https://t.co/GgqGpUeEFU https://t.co/x0fzufdzcY",earthquake
"ICYMI: Triumph at 29,000 feet: Everest has seen over 6,500 footfalls since 1953

In recent years summit hopefuls have been growing since the tragedy on the mountain in 2014 and its closure following the 2015 earthquake. https://t.co/ZQBwuasMVi — by @sangamprasai",earthquake
"Around 750 earthquake victims still living in landslide-prone settlements in Rasuwa

https://t.co/6CLqwpWXFm — by Balaram Ghimire",earthquake
"Reconstruction work at the Tatopani transit point on the Nepal-China border is nearing completion. The border crossing has remained closed since 2015 after much of the infrastructure was destroyed by an earthquake.

https://t.co/QY6g05gBcu",earthquake
"Rs 25 million spent for reconstruction of the Ranipokhari temple, demolished in the earthquake, went in vain after the dispute emerged among the locals, Department of Archaeology, and Kathmandu Metropolis

#KathmanduPost

https://t.co/eJuX3jeJqq",earthquake
"The earthquake victims of Sindhuli are facing problem in constructing their houses due to the shortage of construction materials in the district

#KathmanduPost

https://t.co/GBNzJV48RZ",earthquake
"Workers reconstruct Kedarnath Temple at Bhaktapur Durbar Square on Sunday. The temple was damaged by 2015 earthquake.

Photo: @Thapakeshav7 

#KathmanduPost https://t.co/FajkWSTFTS",earthquake
"Integrated settlements meant for earthquake victims left incomplete in Ramechhap

The construction work of the integrated settlements is left in limbo as the National Reconstruction Authority has not issued the budget for it.
https://t.co/dPdkRnpxR5 — by Tika Prasad Bhatta",earthquake
"Only one-third of the classrooms damaged in the Gorkha earthquake have been reconstructed in the past three years

#KathmanduPost

https://t.co/cvdH6dlv91",earthquake
"Doti earthquake victims languish in tents

Six people died, seven injured and hundreds were displaced in the November 8 quake. https://t.co/zZuWvN0K8W — by Mohan Shahi",earthquake
"5.1M aftershock rocks Okhaldhunga

#earthquake
#KathmanduPost

https://t.co/C8dnkXSBvl",earthquake
"The National Reconstruction Authority, mandated to carry out post earthquake reconstruction, has said it has identified 6,736 households as ineligible for rebuilding grants

#KathmanduPost

https://t.co/B3cJc97fku",earthquake
"Journalist @basantabasnet's debut book, 72 ko Bismaya revolves around fateful events of that year, namely the earthquake, the drafting of the constitution, and the widespread unrest that took place in the Tarai as well as the insidious Indian blockade

https://t.co/xbESJ2TNON",earthquake
"The architectural landscape in hill districts hit by the earthquakes is fast changing with a majority of the new homes being built with brick, concrete and tin, by SHUVECHCHHYA PRADHAN

https://t.co/HvyBwEwyJi",earthquake
"At least 129 people have died in western #Iran's Kermanshah province, four more have been reported dead in #Iraq following a powerful magnitude 7.3 #earthquake

The death toll is likely to rise

#KathmanduPost

https://t.co/CbGsTRpJAf",earthquake
"Shrines rebuilding handed over to Archaelogy Department

The National Reconstruction Authority was carrying out the reconstruction work of earthquake-ravaged monasteries in Gorkha before its dissolution in mid-November. 

https://t.co/qzMkP9P7BV — by Hariram Upreti",earthquake
"Authorities in Afghanistan have ended the search for survivors of an earthquake that killed 1,000 people, a senior official said on Friday, adding that supplies of medicine and other critical aid were inadequate.

https://t.co/qFyj2mjZw9",earthquake
